Sub	task	run	tsnr	fd_mean	outlier_run
sub-1001	mid	1	69.98839060496539	0.14972895911371506	False
sub-1001	mid	2	55.69764391332865	0.18470267992475986	False
sub-1002	mid	1	77.14807891845703	0.11115743913892817	False
sub-1002	mid	2	90.51919555664062	0.09238143160425752	False
sub-1003	mid	1	66.60265428875573	0.171448164939292	False
sub-1004	mid	1	67.30307006835938	0.14024179931567818	False
sub-1004	mid	2	66.97996520996094	0.1378464292585331	False
sub-1006	mid	1	76.6121826171875	0.12592456057497753	False
sub-1006	mid	2	94.76197814941406	0.1209599070697936	False
sub-1006	mid	3	76.6121826171875	0.12592456057497753	False
sub-1007	mid	1	65.80388641357422	0.1251073156623462	False
sub-1007	mid	2	82.75668527232483	0.12373614028194056	False
sub-1009	mid	1	90.76152038574219	0.18095024837210869	False
sub-1009	mid	2	80.83859252929688	0.1541955440388869	False
sub-1010	mid	1	61.67583465576172	0.15581708871479444	False
sub-1010	mid	2	61.1585693359375	0.18148590566568015	False
sub-1011	mid	1	71.10177612304688	0.1763674162478957	False
sub-1011	mid	2	63.96083068847656	0.21004065408233127	False
sub-1012	mid	1	98.83746337890625	0.09677751140045027	False
sub-1012	mid	2	92.97901153564453	0.11534025720381656	False
sub-1013	mid	1	89.45123291015625	0.0954510427575169	False
sub-1013	mid	2	95.4559326171875	0.08865470651616913	False
sub-1015	mid	1	88.74921417236328	0.16652011115758392	False
sub-1015	mid	2	70.63446044921875	0.18857382476932277	False
sub-1016	mid	1	81.12926483154297	0.12355333634143441	False
sub-1016	mid	2	93.60358428955078	0.12314517033811494	False
sub-1019	mid	1	66.86531066894531	0.14596715945003624	False
sub-1019	mid	2	66.13850402832031	0.1735195677604375	False
sub-1021	mid	1	57.7540397644043	0.1616901346424426	False
sub-1021	mid	2	83.8603744506836	0.14677432928766845	False
sub-1242	mid	1	66.80023956298828	0.10762729772352485	False
sub-1243	mid	1	58.36444091796875	0.3371405635453183	False
sub-1243	mid	2	74.05955505371094	0.3199473948297502	False
sub-1244	mid	1	70.58809661865234	0.21343016312282212	False
sub-1244	mid	2	68.50694784522057	0.23250097422865393	False
sub-1245	mid	1	74.05134582519531	0.12124611527681212	False
sub-1245	mid	2	66.74362182617188	0.12564874289391892	False
sub-1247	mid	1	46.04651641845703	0.2614026216245772	False
sub-1247	mid	2	60.11270673130639	0.19152227768028118	False
sub-1248	mid	1	88.24845886230469	0.11088993930079503	False
sub-1248	mid	2	89.99336479092017	0.11478784272211899	False
sub-1249	mid	1	68.44280242919922	0.21130208164203426	False
sub-1249	mid	2	36.922607421875	0.35350856444064427	True
sub-1253	mid	1	40.877689361572266	0.5461059462328385	True
sub-1253	mid	2	43.70421600341797	0.5150162731726803	True
sub-1255	mid	1	73.39772033691406	0.15112416535818435	False
sub-1255	mid	2	59.99409484863281	0.16196708795496415	False
sub-1276	mid	1	57.69010543823242	0.15950057169553278	False
sub-1282	mid	1	88.16991424560547	0.1018556138742294	False
sub-1286	mid	1	51.52069854736328	0.1437988746677484	False
sub-1286	mid	2	50.24349594116211	0.1523006005412729	False
sub-1294	mid	1	53.092857360839844	0.15090444217820626	False
sub-1300	mid	1	44.7238883972168	0.25878540523573734	False
sub-1300	mid	2	26.43475341796875	0.5897045123523815	True
sub-1301	mid	1	69.571044921875	0.250066950663704	False
sub-1301	mid	2	59.295894622802734	0.21352800196948218	False
sub-1302	mid	1	61.24520492553711	0.15298992534416195	False
sub-1303	mid	1	59.5186653137207	0.1487758083610948	False
sub-3101	mid	1	47.517208099365234	0.22027585792935178	False
sub-3116	mid	1	78.28024291992188	0.15607366943538264	False
sub-3122	mid	1	55.8332405090332	0.1612422626254033	False
sub-3125	mid	1	48.167564392089844	0.3145407086540479	False
sub-3140	mid	1	61.850128173828125	0.21122759342589298	False
sub-3143	mid	1	62.50066839705687	0.122756857780204	False
sub-3152	mid	1	36.48355484008789	0.39472943747190115	True
sub-3164	mid	1	40.26084899902344	0.43248523535496575	True
sub-3166	mid	1	79.59632873535156	0.15593461050543503	False
sub-3167	mid	1	80.0364761352539	0.20674962357322957	False
sub-3170	mid	1	91.04019165039062	0.0853730481402123	False
sub-3173	mid	1	74.16024780273438	0.08972589445015723	False
sub-3175	mid	1	49.867652893066406	0.23692305196680322	False
sub-3176	mid	1	71.01420593261719	0.19418694034195425	False
sub-3189	mid	1	74.21486736694351	0.12379362850671582	False
sub-3190	mid	1	56.010202035773546	0.16602539630189309	False
sub-3199	mid	1	84.80321502685547	0.1407848093698995	False
sub-3200	mid	1	74.36404418945312	0.1518147267578303	False
sub-3206	mid	1	46.0511360168457	0.26473715829821043	False
sub-3210	mid	1	34.620262145996094	0.4474584381751103	True
sub-3212	mid	1	81.59529876708984	0.05948811317327021	False
sub-3218	mid	1	45.514984130859375	0.151611381039896	False
sub-3220	mid	1	37.57518005371094	0.22339137890915373	False
sub-3223	mid	1	31.884611129760742	0.422660257117084	True
